Family	Genus	Species	Subspecies	hap	Reference
Hesperidae	Carcharodus	orientalis		30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Carcharodus	stauderi	ambiguus	30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Catia	otho		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Celotes	celotes		"14, 13"	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Chioides	albofasciatus		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Chioides	catillus		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Chiomara	asychis	georgina	31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Choaspes	benjaminii		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Choaspes	benjaminii	japonica	31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Coeliades	anchises	jucunda	30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Coeliades	ernesti		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Coeliades	fervida		23	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Coeliades	forestan	arbogastes	31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Coeliades	ramanatek		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Copaeodes	minima		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Cynea	iquita		29	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Daimio	tethys		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Daimio	tethys	moorei	30	"Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123."
Hesperidae	Eagris	lucetia		30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Eagris	sabadius	astoria	30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Ebrietas	anacreon		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Ebrietas	osyris		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Ebusus	ebusus		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Elbella	lamprus		40	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Enosis	immaculata	immaculata	29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Entheus	priassus	pralina	22	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Epargyreus	barisses		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Epargyreus	clarus		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Epargyreus	clavicornis	tenda	29–30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Eretis	lugens		28	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erionota	thrax	thrax	29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erynnis	baptisiae		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erynnis	funeralis		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erynnis	horatius		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erynnis	icelus		30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erynnis	juvenalis		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Erynnis	lucilus		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erynnis	marloyi		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erynnis	montanus		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erynnis	persius		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erynnis	tages		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Erynnis	tristis	tatius	31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Euphyes	leptosema		28	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Gegenes	gambica		41	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Gegenes	nostrodamus		15	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Gegenes	pumilio		24	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Gesta	gesta		32	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Grais	stigmaticus		31	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Heliopetes	arsalte		30	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Heliopetes	laviana		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Heliopetes	macaira		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Heliopetes	omrina		30	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Heliopyrgus	americanus		30	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Hesperia	alveus		24	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Hesperia	comma		28	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Hesperia	florinda		28	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Hesperia	malvae		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Hesperia	onopordi		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Hesperia	orbifer		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Hesperia	sao		31	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Hesperia	serratulae		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Hesperopsis	alpheus		34	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Hylephila	fasciolata		29	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Hylephila	phyleus		29	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Hylephila	signata		29	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Lavatheria	lavatherae		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Lerema	accius		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Lychnuchus	celsus		30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Megathymus	coloradensis		27	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Megathymus	coloradensis	kendalli	27	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Megathymus	coloradensis	louiseae	27	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Megathymus	coloradensis	navajo	27	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Megathymus	coloradensis	reinthali	27	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Megathymus	coloradensis	reubeni	27	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Megathymus	coloradensis	stallingsi	27	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Megathymus	coloradensis	wilsonorum	27	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Megathymus	yuccae	buchholzi	26	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Mimoniades	montana		27	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Mimoniades	nurscia		28	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Mimoniades	nurscia	malis	28	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Mimoniades	versicolor		28	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Moeris	vopiscus		27	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Muschampia	nomas		30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Muschampia	proteides		30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Muschampsia	proto		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Nastra	lherminier		30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Nastra	vherminieri		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Ochlodes	ochracea		24	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Ochlodes	ochraceus		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Ochlodes	sylvanoides		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Ochlodes	venata		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Ochlodes	venatus		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Ocybadistes	walkeri	sothis	28	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Ocybadystes	walkeri	sotis	28	"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14."
Hesperidae	Oechydrus	chersis		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Paches	loxus		31	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Panoquina	hecebolus		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Panoquina	ocola		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Panoquina	panoquin		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Panoquina	panoquinoides		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Pardaleodes	incerta		17	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Parnara	guttata		16	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Pelopidas	conjucta	conjucta	16	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Pelopidas	conjuncta		16	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."
Hesperidae	Pelopidas	jansonis		16	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Pelopidas	lubricans		16	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Pelopidas	pellucida		16-18	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Pelopidas	thrax		16	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Phocides	polybius	phanias	16	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Pholisora	catullus		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Poanes	hobomok		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Poanes	hobomok	hobomok	29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Poanes	taxiles		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Poanes	themistocles		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Poanes	vibex	catilina	29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Poanes	vibex	praeceps	27	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Poanes	vibex	vibex	29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Poanes	zabulon		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Polites	vibex	catilina	29	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Polytremis	Iubricans	taiwana	16	"Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123."
Hesperidae	Polytremis	mathiades		16	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Polytremis	pellucida		16	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Potanthus	flavus		29	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Pyrgus	albescens		28-30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Pyrgus	bellieri		27	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Pyrgus	bocchoris		30	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Pyrgus	bolkariensis		30	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
Hesperidae	Pyrgus	cacaliae		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Pyrgus	carlinae		30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Pyrgus	carlinae	cirsii	30	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Pyrgus	carthami		29	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."
Hesperidae	Pyrgus	fides		30	"Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37."
Hesperidae	Pyrgus	maculates		31	"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291."
