Family	Genus	species	sub.species	uncertainities	SpecisName	other.names.genera	other.names.species	other.names.sub.species	other.name.type	Source.of.other.name	notes.on.other.name	Sexual.System	Karyotype	notes..Karyotype	Predicted.ploidy	female2N	male2N	notesMale2N	notes..comments	cite.key
Nymphalidae	Erebia	ottomana			NA	Erebia	ottomana		Accepted	GBIF					NA		80			"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Nymphalidae	Taygetis	larua			NA	Taygetis	larua		Accepted	GBIF					NA		80			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Taygetis	larua			NA	Taygetis	larua		Accepted	GBIF					NA		80			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Hesperiidae	Elbella	lamprus			NA	Elbella	lamprus		Accepted	GBIF					NA		80			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil.Bulletin de la Société entomologique de France,76(5), pp.131-137."
Nymphalidae	Taygetis	ypthima			NA	Taygetis	ypthima		Accepted	GBIF					NA		78			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Lycaenidae	Polyommatus	peilei			NA	Polyommatus	peilei		Accepted	GBIF					NA		78	76-78	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Nymphalidae	Magneuptychia	libye			NA	Magneuptychia	libye		Accepted	GBIF					NA		78			"De Lesse, H., 1970. Les nombres de chromosomes chez les lepidopteres Rhopaloceres in Amerique Centrale et Colombie.Ann. Soc. ent. Fr.,6, pp.347-358."
Lycaenidae	Polyommatus	humedasae			NA	Polyommatus	humedasae		Accepted	GBIF					NA		78			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Lycaenidae	Polyommatus	dagestanicus			NA	Polyommatus	dagestanicus		Accepted	GBIF					NA		78	78-80	modal chromosome number is reported im male 2n	"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Nymphalidae	Amauris	tartarea			NA	Amauris	tartarea		Accepted	GBIF		gonochorous			NA		77	74-80		"Bernardi, G. and de Lesse, H., 1964. Formules chromosomiques de quelques Lepidopteres Rhopaloceres du Gabon. Biol. Gabonica., 1, p.65-71."
Nymphalidae	Pteronymia	teresita			NA	Pteronymia	teresita		Accepted	GBIF					NA		76			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Lycaenidae	Lycaena	rubidus			NA	Lycaena	rubidus		Accepted	GBIF		gonochorous			NA		76			"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of North American Rhopalocera. 3 Lycaenidae, Danainae, Satyrinae, Morphinae.J. Lepid. Soc.,14, pp.127-147."
Nymphalidae	Aeria	eurimedia			NA	Aeria	eurimedia		Accepted	GBIF					NA		76			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Geometridae	Oporinia	autumnata			NA	Oporinia	autumnata		Accepted	GBIF		gonochorous			NA		76			"Harrison, J.H., 1920. Genetical studies in the moths of the geometrid genusOporabia (Oporinia) with a special consideration of melanism in the lepidoptera. Journal of Genetics, 9(3), pp.195-280."
Hesperiidae	Agathymus	alliae			NA	Agathymus	alliae		Accepted	GBIF					NA		76			"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275."
Lycaenidae	Cyaniriodes	libna			NA	Cyaniriodes	libna		Accepted	GBIF					NA		74			"Abe, A. and Abe, R., 2009.A chromosome survey of nine species of Poritiinae (Lepidoptera, Lycaenidae) from Malaysia. The Transactions of the Lepidopterological Scociety of Japan, 60(3), pp.211-221. "
Geometridae	Oporinia	filigrammaria			NA	Oporinia	filigrammaria		Accepted	GBIF		gonochorous			NA		74			"Harrison, J.H., 1920. Genetical studies in the moths of the geometrid genusOporabia (Oporinia) with a special consideration of melanism in the lepidoptera. Journal of Genetics, 9(3), pp.195-280."
Nymphalidae	Heliconius	eleuchia			NA	Heliconius	eleuchia		Accepted	GBIF					NA		74			"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalidae).†Hereditas,†117(2), pp.109-125."
Nymphalidae	Argynnis	anadyomene	midas		NA	Argynnis	anadyomene		Accepted	GBIF		gonochorous			NA		74			Maeki 1961
Riodinidae	Stalachtis	susanna			NA	Stalachtis	susanna		Accepted	GBIF					NA		72			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Lasiocampidae	Poecilocompa	populi			NA	Poecilocampa	populi		Accepted	GBIF		gonochorous			NA		72			"Federley, H., 1945. Polyploidie und Non-Disjunction in der Gametogenese einiger Lepidopteren. Societas scientiarum fennica, Com. Biol., 9(17), pp.1-9"
Riodinidae	Stalachtis	phlegia	susanna		NA	Stalachtis	phlegia		Accepted	GBIF					NA		72			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Nymphalidae	Godartiana	muscosa			NA	Godartiana	muscosa		Accepted	GBIF					NA		72			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Godartiana	muscosa			NA	Godartiana	muscosa		Accepted	GBIF					NA		72			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Noctuidae	Orthosia	gothica			NA	Orthosia	gothica		Accepted	GBIF					NA		72			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Nymphalidae	Memphis	anna			NA	Memphis	anna		Accepted	GBIF					NA		72			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Memphis	anna			NA	Memphis	anna		Accepted	GBIF					NA		72			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Argynnis	anadyomene			NA	Argynnis	anadyomene		Accepted	GBIF					NA		72			"Maeki, K. and Makino, S., 1953. Chromosome numbers of some Japanese Rhopalocera.Lepid. news,7, pp.36-38."
Lycaenidae	Agrodiaetus	transcaspica	ninae		NA	Agrodiaetus	transcaspica		Accepted	GBIF		gonochorous			NA		70	66-74		"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Nymphalidae	Megoleria	orestilla			NA	Megoleria	orestilla		Accepted	GBIF					NA		70			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Magneuptychia	libye			NA	Magneuptychia	libye		Accepted	GBIF					NA		70			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Lycaenidae	Polyommatus	firdussii	vilai		NA	Polyommatus	firdussii		Accepted	GBIF					NA		70			"Vershinina, A.O. and Lukhtanov, V.A., 2017. Evolutionary mechanisms of runaway chromosome number change in Agrodiaetus butterflies.Scientific Reports,7(1), pp.1-9."
Nymphalidae	Splendeuptychia	cosmophila			NA	Splendeuptychia	cosmophhila		Accepted	GBIF					NA		70			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Pieridae	Leptidea	sinapis			NA	Leptidea	sinapis		Accepted	GBIF		gonochorous			NA		69	56-82		"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae	Agrodiaetus	mofidii			NA	Agrodiaetus	mofidii		Accepted	GBIF		gonochorous			NA		69	68-70		Lesse 1963c
Hesperiidae	Zera	zera	zera		NA	Zera	zera		Accepted	GBIF					NA		68			"Lesse, H.D. and Brown, K., 1971. Formules chromosomiques de Lépidoptères Rhopalocères du Brésil. Bulletin de la Société entomologique de France, 76(5), pp.131-137."
Geometridae	Ascotos	selenaria	cretacea		NA	Ascotis	selenaria		Accepted	GBIF					NA		68			"Saitoh, K., 1959. The chromosomes of some species of moths. The Japanese Journal of Genetics, 34(3), pp.84-87."
Nymphalidae	Ithomia	salapia			NA	Ithomia	salapia		Accepted	GBIF					NA		68			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Brenthis	hecate			NA	Brenthis	hecate		Accepted	GBIF		gonochorous			NA		68			"Lesse, H.D., 1961. Signification supraspécifique des formules chromosomiques chez les Lépidoptères. Bulletin de la Société entomologique de France, 66(3), pp.71-83."
Nymphalidae	Brenthis	hecate			NA	Brenthis	hecate		Accepted	Lepindex		gonochorous			NA		68			Kesse 1961d
Nymphalidae	Morpho	athena			NA	Morpho	athena		Accepted	GBIF					NA		68			"Brown, K.S., Freitas, A.V., Von Schoultz, B., Saura, A.O. and Saura, A., 2007. Chromosomal evolution of South American frugivorous butterflies in the Satyroid clade (Nymphalidae: Charaxinae, Morphinae and Satyrinae).Biological Journal of the Linnean Society,92(3), pp.467-481."
Nymphalidae	Coenonympha	arcania	parvinsubrica		NA	Coenonympha	arcania		Accepted	GBIF		gonochorous			NA		68	64-72		"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Riodinidae	Emesis	angularis			NA	Emesis	angularis		Accepted	GBIF					NA		68			"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea).†hereditas,†149(4), pp.128-138."
Hesperiidae	Hesperopsis	alpheus			NA	Hesperopsis	alpheus		Accepted	GBIF					NA		68			"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275."
Nymphalidae	Junonia	stygia			NA	Junonia	stygia		Accepted	GBIF		gonochorous			NA		66			Lesse and Condamin 1962
Saturniidae	Antherea	pernyi			NA	Antheraea	pernyi		Accepted	GBIF					NA		66			"Kernewitz, B., 1914. Über Spermiogenese bei Lepidopteren. Zoolog. Anz, 45."
Hesperiidae	Pyrgus	malvae			NA	Pyrgus	malvae		Accepted	GBIF		gonochorous			NA		66			"Bigger, T.R.L., 1960. Chromosome numbers of Lepidoptera. Part I. Entomologist's Gaz., 11, pp.149-152."
Nymphalidae	Mestra	dorcas	semifulva		NA	Mestra	dorcas		Accepted	GBIF					NA		66			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Eresia	datis			NA	Eresia	datis		Accepted	GBIF					NA		66			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Heliconius	congener			NA	Heliconius	congener		Accepted	GBIF					NA		66			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Heliconius	congener			NA	Heliconius	congener		Accepted	GBIF					NA		66			"Brown jr, K.S., Emmel, T.C., Eliazar, P.J. and Suomalainen, E., 1992. Evolutionary patterns in chromosome numbers in neotropical Lepidoptera: I. Chromosomes of the Heliconiini (Family Nymphalidae: Subfamily Nymphalidae).†Hereditas,†117(2), pp.109-125."
Nymphalidae	Coenonympha	arcania	clorinda		NA	Coenonympha	arcania		Accepted	GBIF		gonochorous			NA		66	62-70		"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Pieridae	Colias	thisoa			NA	Colias	thisoa		Accepted	GBIF		gonochorous			NA		65	"64,66"		"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Nymphalidae	Salamis	parhassus			NA	Salamis	parrhassus		Accepted	GBIF		gonochorous			NA		65	64-66		Lesse and Condamin 1965
Nymphalidae	Tellervo	zoilus			NA	Tellervo	zoilus		Accepted	GBIF					NA		64			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Marpesia	zerynthia			NA	Marpesia	zerynthia		Accepted	GBIF					NA		64			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Nymphalidae	Marpesia	zerynthia			NA	Marpesia	zerynthia		Accepted	GBIF					NA		64			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
Nymphalidae	Oleria	zelica			NA	Oleria	zelica		Accepted	GBIF					NA		64			"Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., Välimäki, N., Paulin, L., Kvist, J., Wahlberg, N. and Tanskanen, J., 2014. The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nature communications, 5(1), pp.1-9."
Zygaenidae	Elcysma	westwoodii			NA	Elcysma	westwoodi		Accepted	GBIF		gonochorous			NA		64			Saitoh 1960
Zygaenidae	Elcysma	westwoodii	westwoodii		NA	Elcysma	westwoodi		Accepted	GBIF					NA		64			"Saitoh, K., 1960. A chromosome survey in thirty species of moths. The Japanese Journal of Genetics, 35(2), pp.41-48."
Noctuidae	Cosmia	trapezina			NA	Cosmia	trapezina		Accepted	GBIF					NA		64			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Geometridae	Perizoma	taeniata			NA	Perizoma	taeniata		Accepted	GBIF		gonochorous			NA		64			"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184."
Geometridae	Lampropteryx	suffumata			NA	Lampropteryx	suffumata		Accepted	GBIF		gonochorous			NA		64			"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184."
Pieridae	Colias	sagartia			NA	Colias	sagartia		Accepted	GBIF		gonochorous			NA		64			"Lesse, D.H., 1960. Speciation et Variation cromosomiques chez les Lepidopteris Rhopaloceres. Annls Soc. nat. Zool., 12(2), pp.1-223."
Pieridae	Appias	sabina			NA	Appias	sabina		Accepted	GBIF		gonochorous			NA		64			"Bernardi, G. and de Lesse, H., 1964. Formules chromosomiques de quelques Lepidopteres Rhopaloceres du Gabon. Biol. Gabonica., 1, p.65-71."
Pieridae	Appias	sabina			NA	Appias	sabina		Accepted	GBIF					NA		64			"Lesse, H.D., 1972. Nombres de chromosomes de quelques Lépidoptères Rhopalocères de Madagascar. Bulletin de la Société entomologique de France, 77(1), pp.9-11."
Papilionidae	Papilio	rutulus			NA	Papilio	rutulus		Accepted	GBIF		gonochorous			NA		64			Munson 1906
Noctuidae	Bena	prasinana			NA	Bena	prasinana		Accepted	GBIF					NA		64			"Werner, L., 1975. Zur Evolution des Karyotyps bei den Lepidopteren. Die Chromosomenzahlen der Noctuiden. Genetica, 45(3), pp.377-395."
Noctuidae	Pseudoips	prasinana			NA	Pseudoips	prasinana		Accepted	GBIF		gonochorous			NA		64			"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83)."
Nymphalidae	Marpesia	petreus			NA	Marpesia	petreus		Accepted	GBIF					NA		64			"S. Brown, Jr, K., Victor Lucci Freitas, A., Wahlberg, N., Von Schoultz, B., O. Saura, A. and Saura, A., 2007. Chromosomal evolution in the South American Nymphalidae.†Hereditas,†144(4), pp.137-148."
