Family	Genus	Species	Subspecies	hap		Reference	SpeciesNames
Pyralidae	Palpita	laticostalis		31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Palpita_laticostalis
Pyralidae	Palpita	vertumnalis		31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Palpita_vertumnalis
Pyralidae	Psara	stultalis		31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Psara_stultalis
Pyralidae	Pulicalvaria	piceaclla		30	60	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Pulicalvaria_piceaclla
Pyralidae	Tetralopha	asperatella		27	54	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Tetralopha_asperatella
Pyralidae	Tetralopha	expandens		25	50	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Tetralopha_expandens
Pyralidae	Tyspanodes	linealis		31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Tyspanodes_linealis
Riodinidae	Abisara	burnii	etymander	30	60	"Maeki, K. & ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 2. Pieridae, Lycaenidae and Riodinidae. Kontyu 36: 124–133."	Abisara_burnii
Riodinidae	Abisara	echerius		31	62	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Abisara_echerius
Riodinidae	Chalodeta	chelonis		16	32	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."	Chalodeta_chelonis
Riodinidae	Euselasia	cafusa		28	56	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."	Euselasia_cafusa
Riodinidae	Libythea	bachmanii		31	62	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Libythea_bachmanii
Riodinidae	Melanis	hillapana		21	42	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."	Melanis_hillapana
Riodinidae	Mesosemia	lamachus		18	36	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."	Mesosemia_lamachus
Riodinidae	Mesosemia	metuana		26	52	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."	Mesosemia_metuana
Riodinidae	Nymphidium	cahcrus		21	42	"Brown, K.S., Schoultz, Von, B., Saura, A.O. & Saura, A. (2012). Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). Hereditas 149: 128–138."	Nymphidium_cahcrus
Riodinidae	Zemeros	flegyas		31	62	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Zemeros_flegyas
Saturniidae	Actias	luna		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Actias_luna
Saturniidae	Actias	selene		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Actias_selene
Saturniidae	Anisota	rubicunda		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Anisota_rubicunda
Saturniidae	Antheraea	assamensis		15	30	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Antheraea_assamensis
Saturniidae	Antheraea	frithii		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Antheraea_frithii
Saturniidae	Antheraea	pernyi		49	98	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Antheraea_pernyi
Saturniidae	Antheraea	polyphemus		30	60	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Antheraea_polyphemus
Saturniidae	Antheraea	roylei		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Antheraea_roylei
Saturniidae	Antheraea	sivalica		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Antheraea_sivalica
Saturniidae	Antheraea	yamamai		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Antheraea_yamamai
Saturniidae	Attacus	edwardsii		64	128	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Attacus_edwardsii
Saturniidae	Caligula	boisduvalii		30	60	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Caligula_boisduvalii
Saturniidae	Cricula	trifenestrata		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Cricula_trifenestrata
Saturniidae	Dictyoploca	cachara		30	60	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Dictyoploca_cachara
Saturniidae	Dictyoploca	silma		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Dictyoploca_silma
Saturniidae	Dryocampa	rubicunda		31	62	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Dryocampa_rubicunda
Saturniidae	Eriogyna	pyretorum		30	60	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Eriogyna_pyretorum
Saturniidae	Eudia	pavonia		29	58	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Eudia_pavonia
Saturniidae	Graellsia	isabellae		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Graellsia_isabellae
Saturniidae	Hyalophora	cecropia		30-31	60-62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Hyalophora_cecropia
Saturniidae	Hyalophora	columbia		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Hyalophora_columbia
Saturniidae	Hyalophora	euryalis		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Hyalophora_euryalis
Saturniidae	Hyalophora	gloveri		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Hyalophora_gloveri
Saturniidae	Loepa	katinka		28	56	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Loepa_katinka
Saturniidae	Philosarnia	cynthia	canningii	14	28	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Philosarnia_cynthia
Saturniidae	Philosarnia	cynthia	pryeri	14	28	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Philosarnia_cynthia
Saturniidae	Philosarnia	cynthia	ricini	14	28	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Philosarnia_cynthia
Saturniidae	Philosarnia	cynthia	walkeri	13	26	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Philosarnia_cynthia
Saturniidae	Platysamia	Columbia		31	62	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Platysamia_Columbia
Saturniidae	Rhodinia	fugax	diana	31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Rhodinia_fugax
Saturniidae	Sonthonnaxia	maenas		31	62	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Sonthonnaxia_maenas
Satyridae	Chazara	bischoffi		28	56	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Chazara_bischoffi
Satyridae	Erebia	calcaria		8	16	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Erebia_calcaria
Satyridae	Erebia	lefebvrei		22	44	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Erebia_lefebvrei
Satyridae	Erebia	rondoui		24	48	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Erebia_rondoui
Satyridae	Erebia	sthennyo		28	56	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Erebia_sthennyo
Satyridae	Erebia	graucasica	graucasica	50	100	"Albre, J., Gers, C. & Legal, L. 2008. Taxonomic notes on the species of the Erebia tyndarus group (Lepidoptera, Nymphalidae, Satyrinae). Le?pidopte?res - Revue des Le?pidopte?ristes de France 17: 12–28."	Erebia_graucasica
Satyridae	Erebia	graucasica	savalanica	51	102	"Albre, J., Gers, C. & Legal, L. 2008. Taxonomic notes on the species of the Erebia tyndarus group (Lepidoptera, Nymphalidae, Satyrinae). Le?pidopte?res - Revue des Le?pidopte?ristes de France 17: 12–28."	Erebia_graucasica
Satyridae	Erebia 	graucasica	transcaucasica	52	104	"Albre, J., Gers, C. & Legal, L. 2008. Taxonomic notes on the species of the Erebia tyndarus group (Lepidoptera, Nymphalidae, Satyrinae). Le?pidopte?res - Revue des Le?pidopte?ristes de France 17: 12–28."	Erebia _graucasica
Satyridae	Hypocysta	adiante		29	58	"Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14."	Hypocysta_adiante
Satyridae	Lethe	confusa	apara	29	58	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Lethe_confusa
Satyridae	Lethe	europa		29	58	"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."	Lethe_europa
Satyridae	Lethe	europa	beroe	29	58	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Lethe_europa
Satyridae	Lethe	mataja		29	58	"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."	Lethe_mataja
Satyridae	Lethe	verma		28	56	"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."	Lethe_verma
Satyridae	Mycalesis	horsfieldi		29	58	"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."	Mycalesis_horsfieldi
Satyridae	Mycalesis	horsfieldii	panthaka	16	32	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Mycalesis_horsfieldii
Satyridae	Mycatesis	mineus		18	36	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Mycatesis_mineus
Satyridae	Ypthima	baldus	baldus	29	58	"Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74."	Ypthima_baldus
Satyridae	Ypthima	multistriata		29	58	"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."	Ypthima_multistriata
Satyridae	Ypthima	perfecta		37	74	"Maeki, K. & Ae, S.A. (1969). Studies of the chromosomes of Formosan Rhopalocera. Kontyu 37: 99–109."	Ypthima_perfecta
Sphingidae	Daphnis	nerii		29	58	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Daphnis_nerii
Sphingidae	Hyles	euphorbiae		28-29	56-58	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Hyles_euphorbiae
Sphingidae	Hyles	galii		29	58	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Hyles_galii
Sphingidae	Hyles	hippophaes		29	58	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Hyles_hippophaes
Sphingidae	Hyles	lineata		29	58	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Hyles_lineata
Sphingidae	Hyles	livornica		29	58	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Hyles_livornica
Sphingidae	Hyles	vespertilio		29	58	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Hyles_vespertilio
Sphingidae	Langia	zenzeroides	nawai	59	118	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Langia_zenzeroides
Sphingidae	Marumba	gaschkewitschi	echephron	28	56	"Belyakova, N.A. & Lukhtanov, V.A. (1994). Karyotypic peculiarities of several families of Lepidoptera of the noctuoid and bombycoid complexes. Entomologiches Koeob 73: 723–738."	Marumba_gaschkewitschi
Tortricidae	Archips	cerasivorana		30	60	"Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520."	Archips_cerasivorana
Tortricidae	Blastesthia	tessulatana		28	56	"Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520."	Blastesthia_tessulatana
Tortricidae	Epinotia	radicana		29	58	"Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520."	Epinotia_radicana
Tortricidae	Griselda	radicana		29	58	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Griselda_radicana
Tortricidae	Gypsonoma	himbachiana		25	50	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Gypsonoma_himbachiana
Tortricidae	Homona	coffearia		30	60	"Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520."	Homona_coffearia
Tortricidae	Petrova	albicapitana		27	54	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Petrova_albicapitana
Tortricidae	Pseudosciaphila	duplex		28	56	"Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520."	Pseudosciaphila_duplex
Tortricidae	Retinia	albicapitana		27	54	"Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520."	Retinia_albicapitana
Tortricidae	Sciaphila	duplex		28	56	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Sciaphila_duplex
Tortricidae	Zeiraphera	griseana		28	56	"Šíchová, J., Nguyen, P., Dalíková, M. & Marec, F. (2013). Chromosomal evolution in tortricid moths: conserved karyotypes with diverged features. PLoS ONE 8: e64520."	Zeiraphera_griseana
Yponomeutidae	Argyresthia	pygmaeella		30	60	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Argyresthia_pygmaeella
Yponomeutidae	Argyresthia	thuiella		43	86	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Argyresthia_thuiella
Yponomeutidae	Atteva	aurea		31	62	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Atteva_aurea
Yponomeutidae	Atteva	fabriciella		31	62	"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193."	Atteva_fabriciella
Yponomeutidae	Zelleria	haimhacki		31	62	"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130."	Zelleria_haimhacki
Zygaenidae	Illiberis	psy	china	25	50	"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK."	Illiberis_psy
