Family,Genus,species,Sexual.System,Karyotype,notes..Karyotype,Genotypic,Predicted.ploidy,Chromosome.number..female..2N,notes..Chromosome.number..female..2N,Chromosome.number..male..2N,notes..Chromosome.number..male..2N,notes..comments,cite.key
Lycaenidae,Agrodiaetus,dama  ,gonochorous,,,,,NA,,83,82-84,,robinson1971karyology
Lycaenidae,Agrodiaetus,dama hamadanensis .,gonochorous,,,,,NA,,43,42-44,,robinson1971karyology
Lycaenidae,Agrodiaetus,damon,,,,,,,,,,,
Lycaenidae,Agrodiaetus,damone  ,gonochorous,,,,,NA,,90,,,robinson1971karyology
Lycaenidae,Agrodiaetus,damone maraschi (?),gonochorous,,,,,NA,,32,,,robinson1971karyology
Lycaenidae,Agrodiaetus,damone wagneri ,gonochorous,,,,,NA,,32,,,robinson1971karyology
Lycaenidae,Agrodiaetus,demavendi  ,gonochorous,,,,,NA,,137,134-140,,robinson1971karyology
Lycaenidae,Agrodiaetus,dolus  ,gonochorous,,,,,NA,,148,146-150,,robinson1971karyology
Lycaenidae,Agrodiaetus,dolus ainsae ,gonochorous,,,,,NA,,118,116-120,,robinson1971karyology
Lycaenidae,Agrodiaetus,dolus pseudovirgilia ,gonochorous,,,,,NA,,216,,,robinson1971karyology
Lycaenidae,Agrodiaetus,dolus vittata ,gonochorous,,,,,NA,,149,148-150,,robinson1971karyology
Lycaenidae,Agrodiaetus,erschoffi tekkeana ,gonochorous,,,,,NA,,28,26-30,,robinson1971karyology
Lycaenidae,Agrodiaetus,fabressei  ,gonochorous,,,,,NA,,180,,,robinson1971karyology
Lycaenidae,Agrodiaetus,firdussii,,,,,,,,,,,
Lycaenidae,Agrodiaetus,hamadanensis,,,,,,,,,,,
Lycaenidae,Agrodiaetus,hopfferi  ,gonochorous,,,,,NA,,31,30-32,,robinson1971karyology
Lycaenidae,Agrodiaetus,hopfferi hadjina ,gonochorous,,,,,NA,,30,,,robinson1971karyology
Lycaenidae,Agrodiaetus,hopfferi sennanensis ,gonochorous,,,,,NA,,58,56-60,,robinson1971karyology
Lycaenidae,Agrodiaetus,interjectus  ,gonochorous,,,,,NA,,60,58-62,,robinson1971karyology
Lycaenidae,Agrodiaetus,iphigenia  ,gonochorous,,,,,NA,,27,24-30,,robinson1971karyology
Lycaenidae,Agrodiaetus,iphigenia iphidamon ,gonochorous,,,,,NA,,28,,,robinson1971karyology
Lycaenidae,Agrodiaetus,mithridates saetosus ,gonochorous,,,,,NA,,43,42-46,,robinson1971karyology
Lycaenidae,Agrodiaetus,mofidii  ,gonochorous,,,,,NA,,69,68-70,,robinson1971karyology
Lycaenidae,Agrodiaetus,morgani  ,gonochorous,,,,,NA,,84,"50-52,84,122-124",,robinson1971karyology
Lycaenidae,Agrodiaetus,pfeifferi  ,gonochorous,,,,,NA,,214,212-216,,robinson1971karyology
Lycaenidae,Agrodiaetus,phyllides askhabadica ,gonochorous,,,,,NA,,124,122-126,,robinson1971karyology
Lycaenidae,Agrodiaetus,phyllis  ,gonochorous,,,,,NA,,161,158-164,,robinson1971karyology
Lycaenidae,Agrodiaetus,phyllis vanensis ,gonochorous,,,,,NA,,156,,,robinson1971karyology
Lycaenidae,Agrodiaetus,poseidon  ,gonochorous,,,,,NA,,41,38-44,,robinson1971karyology
Lycaenidae,Agrodiaetus,poseidon mesopotamica ,gonochorous,,,,,NA,,40,,,robinson1971karyology
Lycaenidae,Agrodiaetus,posthumus  ,gonochorous,,,,,NA,,21,20-22,,robinson1971karyology
Lycaenidae,Agrodiaetus,ripartii  ,gonochorous,,,,,NA,,180,,,robinson1971karyology
Lycaenidae,Agrodiaetus,ripartii paralcestis ,gonochorous,,,,,NA,,180,,,robinson1971karyology
Lycaenidae,Agrodiaetus,tankeri  ,gonochorous,,,,,NA,,42,,,robinson1971karyology
Lycaenidae,Agrodiaetus,transcaspica  ,gonochorous,,,,,NA,,105,104-106,,robinson1971karyology
Lycaenidae,Agrodiaetus,transcaspica elbursica ,gonochorous,,,,,NA,,33,32-34,,robinson1971karyology
Lycaenidae,Agrodiaetus,transcaspica ninae ,gonochorous,,,,,NA,,70,66-74,,robinson1971karyology
Lycaenidae,Agrodiaetus,turcicus,,,,,,,,,,,
Lycaenidae,Albulina,orbitulus  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Anthene,emolus,,,,,,,,,,,
Lycaenidae,Antigius,attilia  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Lycaenidae,Antigius,butleri,,,,,,,,,,,
Lycaenidae,Araragi,enthea,,,,,,,,,,,
Lycaenidae,Arawacus,aetolus,,,,,,,,,"N=22–24 (22,23,24)",,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Arawacus,linus,,,,,,,,,"N = 22,23,24",,"Wesley, D.J. and Emmel, T.C., 1975. The chromosomes of Neotropical butterflies from Trinidad and Tobago.ÊBiotropica, pp.24-31."
Lycaenidae,Arhopala,abseus,,,,,,,,,,,
Lycaenidae,Arhopala,abseus indica,,,,,,,,48,,,"SAITOH, K., ABE, A. and KUDOH, K., 1998. Spermatocyte chromosome complements of four species of Arhopala (Arhopalini, Lycaenidae, Lepidoptera) from Thailand. Lepidoptera Science, 49(3), pp.174-176."
Lycaenidae,Arhopala,alaconia,,,,,,,,,,,
Lycaenidae,Arhopala,amantes amatrix,,,,,,,,48,,,"SAITOH, K., ABE, A. and KUDOH, K., 1998. Spermatocyte chromosome complements of four species of Arhopala (Arhopalini, Lycaenidae, Lepidoptera) from Thailand. Lepidoptera Science, 49(3), pp.174-176."
Lycaenidae,Arhopala,amphimuta,,,,,,,,,,,
Lycaenidae,Arhopala,antimuta,,,,,,,,,,,
Lycaenidae,Arhopala,atosia,,,,,,,,,,,
Lycaenidae,Arhopala,atrax,,,,,,,,52,,,"SAITOH, K., ABE, A. and KUDOH, K., 1998. Spermatocyte chromosome complements of four species of Arhopala (Arhopalini, Lycaenidae, Lepidoptera) from Thailand. Lepidoptera Science, 49(3), pp.174-176."
Lycaenidae,Arhopala,buddha,,,,,,,,,,,
Lycaenidae,Arhopala,centaurus,,,,,,,,,,,
Lycaenidae,Arhopala,ganesa,,,,,,,,,,,
Lycaenidae,Arhopala,horsfieldi,,,,,,,,,,,
Lycaenidae,Arhopala,japonica,,,,,,,,,,,
Lycaenidae,Arhopala,madytus,,,,,,,,,,,
Lycaenidae,Arhopala,major,,,,,,,,,,,
Lycaenidae,Arhopala,moolaiana,,,,,,,,,,,
Lycaenidae,Arhopala,muta,,,,,,,,,,,
Lycaenidae,Arhopala,pseudocentaurus,,,,,,,,,,,
Lycaenidae,Arhopala,pseudocentaurus nakula,,,,,,,,48,,,"SAITOH, K., ABE, A. and KUDOH, K., 1998. Spermatocyte chromosome complements of four species of Arhopala (Arhopalini, Lycaenidae, Lepidoptera) from Thailand. Lepidoptera Science, 49(3), pp.174-176."
Lycaenidae,Arhopala,zylda,,,,,,,,,,,
Lycaenidae,Aricia,agestis  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Aricia,agestis  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Aricia,agestis  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Aricia,agestis  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Aricia,allous  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Aricia,anteros  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Aricia,artaxerxes,,,,,,,,,,,
Lycaenidae,Aricia,eumedon,,,,,,,,,,,
Lycaenidae,Aricia,isaurica  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Aricia,nicias  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Artopoetes,pryeri,,,,,,,,,,,
Lycaenidae,Asrodiaetus,mithridates  ,gonochorous,,,,,NA,,53,52-54,,robinson1971karyology
Lycaenidae,Azanus,mirza,,,,,,,,,,,
Lycaenidae,Baliochila,minima,,,,,,,,,,,
Lycaenidae,Cacyreus,darius,,,,,,,,,,,
Lycaenidae,Cacyreus,marshalli,,,,,,,,,,,
Lycaenidae,Calastrina,argiolus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Calastrina,argiolus  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Lycaenidae,Calastrina,argiolus  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Lycaenidae,Calastrina,argiolus  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Lycaenidae,Caleta,elna,,,,,,,,,,,
Lycaenidae,Callophrys,ferrea,,,,,,,,,,,
Lycaenidae,Callophrys,rubi  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Callophrys,rubi  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Calycopis,cecrops  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Candalides,geminus,,,,,,,,,,,
Lycaenidae,Castalius,rosimon,,,,,,,,,,,
Lycaenidae,Catochrysops,panormus,,,,,,,,,,,
Lycaenidae,Celastrina,argiolus,,,,,,,,50,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae,Celastrina,oreas,,,,,,,,,,,
Lycaenidae,Chilades,lajus,,,,,,,,,,,
Lycaenidae,Chilades,pandava,,,,,,,,,,,
Lycaenidae,Chilades,trochylus,,,,,,,,,,,
Lycaenidae,Chrysophanus,hippotho  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Chrysophanus,virgaureae  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Chrysozephyrus,ataxus,,,,,,,,,,,
Lycaenidae,Chrysozephyrus,aurorimus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Chrysozephyrus,smaragdinus,,,,,,,,,,,
Lycaenidae,Contrafacia,francis,,,,,,,,48,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Coreana,raphaelis,,,,,,,,,,,
Lycaenidae,Cupido,alcetas,,,,,,,,50,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae,Cupido,alcetas,,,,,,,,52,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae,Cupido,argiades,,,,,,,,48,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae,Cupido,decolorata,,,,,,,,50,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae,Cupido,minimus,,,,,,,,48,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae,Cupido,sebrus,,,,,,,,48,,,"Lorkovi?, Z., 1941. Die chromosomenzahlen in der spermatogenese der tagfalter. Zeitschrift für Zellforschung und Mikroskopische Anatomie Abt. B Chromosoma, 2(1), pp.155-191."
Lycaenidae,Curetis,acuta,,,,,,,,,,,
Lycaenidae,Curetis,acuta paracuta ,gonochorous,,,,,NA,,58,,,robinson1971karyology
Lycaenidae,Curetis,bulis,,,,,,,,,,,
Lycaenidae,Cyaniris,semiargus  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Cyaniris,semiargus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Cyaniris,semiargus antiochena ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Cyaniris,semiargus persica ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Cyclargus,ammon,,,,,,,,,,,
Lycaenidae,Deudorix,antalus,,,,,,,,,,,
Lycaenidae,Deudorix,epijarbas,,,,,,,,,,,
Lycaenidae,Eicochrysops,hippocrates,,,,,,,,,,,
Lycaenidae,Erysichton,lineata,,,,,,,,,,,
Lycaenidae,Erysichton,palmyra,,,,,,,,,,,
Lycaenidae,Euchrysops,cnejus,,,,,,,,,,,
Lycaenidae,Eumaeus,childrenae,,,,,,,,48,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Eumaeus,debora  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Eumaeus,minyas,,,,,,,,,"N=24, ca 45",,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Eumaeus,minyas ssp.,,,,,,,,46,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Euphilotes,battoides,,,,,,,,,,,
Lycaenidae,Euphilotes,enoptes,,,,,,,,,,,
Lycaenidae,Euphilotes,rita,,,,,,,,,,,
Lycaenidae,Evenus,coronata,,,,,,,,48,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Evenus,mavors,,,,,,,,48,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Evenus,regalis,,,,,,,,48,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Evenus,satyroides,,,,,,,,48,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Evenus,triquetra,,,,,,,,48,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Everes,alcetas  ,gonochorous,,,,,NA,,51,50-52,,robinson1971karyology
Lycaenidae,Everes,alcetas  ,gonochorous,,,,,NA,,52,,,robinson1971karyology
Lycaenidae,Everes,amyntula  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Everes,argiades  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Everes,argiades  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Everes,comyntas  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Everes,comyntas  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Everes,decolorata  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Lycaenidae,Everes,minimus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Everes,minimus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Everes,sebras  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Famegana,alsulus,,,,,,,,,,,
Lycaenidae,Favonius,cognatus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Favonius,jezoensis,,,,,,,,,,,
Lycaenidae,Favonius,korshunovi,,,,,,,,,,,
Lycaenidae,Favonius,saphirinus,,,,,,,,,,,
Lycaenidae,Favonius,ultramarinus,,,,,,,,,,,
Lycaenidae,Flos,anniella,,,,,,,,,,,
Lycaenidae,Freyeria,trochilus  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Glaucopsyche,alexis  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Glaucopsyche,arion  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Glaucopsyche,cyllarus  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Glaucopsyche,lycormas,,,,,,,,,,,
Lycaenidae,Glaucopsyche,lygdamus,,,,,,,,,,,
Lycaenidae,Glaucopsyche,melanops  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Glaucopsyche,piasus,,,,,,,,,,,
Lycaenidae,Heliophorus,epicles matsumurae ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Lycaenidae,Hemiargus,ceraunus,,,,,,,,,,,
Lycaenidae,Hemiargus,hanno,,,,,,,,28,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Hemiargus,hanno,,,,,,,,,,,
Lycaenidae,Hypochrysops,miskini,,,,,,,,,,,
Lycaenidae,Hypolycaena,erylus,,,,,,,,,,,
Lycaenidae,Hypolycaena,philippus,,,,,,,,,,,
Lycaenidae,Icaricia,icarioides  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Iolana,iolas  ,gonochorous,,,,,NA,,44,,,robinson1971karyology
Lycaenidae,Itylos,sp.,,,,,,,,,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Jalmenus,clementi,,,,,,,,,,,
Lycaenidae,Jalmenus,daemeli,,,,,,,,,,,
Lycaenidae,Jalmenus,eichhorni,,,,,,,,,,,
Lycaenidae,Jalmenus,evagoras,,,,,,,,,,,
Lycaenidae,Jalmenus,icilius,,,,,,,,,,,
Lycaenidae,Jalmenus,ictinus,,,,,,,,,,,
Lycaenidae,Jalmenus,inous,,,,,,,,,,,
Lycaenidae,Jalmenus,lithochroa,,,,,,,,,,,
Lycaenidae,Jalmenus,pseudictinus,,,,,,,,,,,
Lycaenidae,Jamides,alecto,,,,,,,,,,,
Lycaenidae,Jamides,bochus,,,,,,,,,,,
Lycaenidae,Japonica,lutea,,,,,,,,,,,
Lycaenidae,Japonica,saepestriata  ,gonochorous,,,,,NA,,50,,,robinson1971karyology
Lycaenidae,Lampides,boeticus,,,,,,,,,,,
Lycaenidae,Lepidochrysops,dukei,,,,,,,,,,,
Lycaenidae,Leptotes,andicola,,,,,,,,,"N= 24, 24–25",,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Leptotes,callanga,,,,,,,,48,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Leptotes,cassius,,,,,,,,36,,,"Brown Jr, K.S., von Schoultz, B., Saura, A.O. and Saura, A., 2012. Chromosomal evolution in the South American Riodinidae (Lepidoptera: Papilionoidea). hereditas, 149(4), pp.128-138."
Lycaenidae,Leptotes,marina,,,,,,,,,,,
Lycaenidae,Leptotes,pirithous,,,,,,,,,,,
Lycaenidae,Leptotes,trigemmatus,,,,,,,,,,,
Lycaenidae,Liphyra,brassolis,,,,,,,,,,,
Lycaenidae,Lucia,limbaria,,,,,,,,,,,
Lycaenidae,Lycaeides,argyrognomon,,,,,,,,48,,,"SAITOH, K., ABE, A. and KUDOH, K., 1998. Spermatocyte chromosome complements of four species of Arhopala (Arhopalini, Lycaenidae, Lepidoptera) from Thailand. Lepidoptera Science, 49(3), pp.174-176."
Lycaenidae,Lycaeides,idas  ,gonochorous,,,,,NA,,47,46-48,,robinson1971karyology
Lycaenidae,Lycaeides,idas  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaeides,melissa  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,agyrognomon  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,alciphron  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,amandus  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Lycaena,argus  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Lycaena,arion  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Lycaena,asabinus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,dispar,,,,,,,,,,,
Lycaenidae,Lycaena,dorilis  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,eumedon  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,helloides  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,heteronea  ,gonochorous,,,,,NA,,136,,,robinson1971karyology
Lycaenidae,Lycaena,hippotho  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,hypophleas  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,icarus  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Lycaena,lampon  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,nivalis  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,ochimus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,optilete  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,phlaeas  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,phlaeas  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,phlaeas  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,phlaeas  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,phoenicurus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,rubidus  ,gonochorous,,,,,NA,,76,,,robinson1971karyology
Lycaenidae,Lycaena,snowi  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,solskyi,,,,,,,,,,,
Lycaenidae,Lycaena,thersamon  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,thetis  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,tityrus  ,gonochorous,,,,,NA,,48,,,robinson1971karyology
Lycaenidae,Lycaena,virgaureae,,,,,,,,,,,
Lycaenidae,Lysandra,albicalis esteparina ,gonochorous,,,,,NA,,164,,,robinson1971karyology
Lycaenidae,Lysandra,albicans  ,gonochorous,,,,,NA,,164,,,robinson1971karyology
Lycaenidae,Lysandra,albicans pennaelensis ,gonochorous,,,,,NA,,164,,,robinson1971karyology
Lycaenidae,Lysandra,argester  ,gonochorous,,,,,NA,,191,186-196,,robinson1971karyology
Lycaenidae,Lysandra,argester  ,gonochorous,,,,,NA,,282,262-302,,robinson1971karyology
Lycaenidae,Lysandra,bellargus  ,gonochorous,,,,,NA,,90,,,robinson1971karyology
Lycaenidae,Lysandra,bellargus  ,gonochorous,,,,,NA,,90,,,robinson1971karyology
Lycaenidae,Lysandra,candalus  ,gonochorous,,,,,NA,,52,,,robinson1971karyology
Lycaenidae,Lysandra,candalus isauricoides ,gonochorous,,,,,NA,,76,,,robinson1971karyology
Lycaenidae,Lysandra,candalus zuleikae ,gonochorous,,,,,NA,,63,62-64,,robinson1971karyology
Lycaenidae,Lysandra,coelestissima  ,gonochorous,,,,,NA,,169,168-170,,robinson1971karyology
Lycaenidae,Lysandra,coeruleossmar  ,gonochorous,,,,,NA,,168,,,robinson1971karyology
Lycaenidae,Lysandra,coridon  ,gonochorous,,,,,NA,,176,,,robinson1971karyology
Lycaenidae,Lysandra,coridon  ,gonochorous,,,,,NA,,180,,,robinson1971karyology
Lycaenidae,Lysandra,coridon  ,gonochorous,,,,,NA,,180,,,robinson1971karyology
Lycaenidae,Lysandra,coridon hispanagallica ,gonochorous,,,,,NA,,176,,,robinson1971karyology
Lycaenidae,Lysandra,coridon jurae ,gonochorous,,,,,NA,,176,,,robinson1971karyology
Lycaenidae,Lysandra,coridon manleyi ,gonochorous,,,,,NA,,176,,,robinson1971karyology
Lycaenidae,Lysandra,coridon maritimarum ,gonochorous,,,,,NA,,176,,,robinson1971karyology
Lycaenidae,Lysandra,corldon gallica ,gonochorous,,,,,NA,,176,,,robinson1971karyology
Lycaenidae,Lysandra,escheri  ,gonochorous,,,,,NA,,46,,,robinson1971karyology
Lycaenidae,Lysandra,hispana  ,gonochorous,,,,,NA,,168,,,robinson1971karyology
Lycaenidae,Lysandra,hispana constanti ,gonochorous,,,,,NA,,168,,,robinson1971karyology
Lycaenidae,Lysandra,hispana galliaealbicans ,gonochorous,,,,,NA,,168,,,robinson1971karyology
Lycaenidae,Lysandra,hispana pseudoalbicans ,gonochorous,,,,,NA,,168,,,robinson1971karyology
Lycaenidae,Lysandra,hispana rezniceki ,gonochorous,,,,,NA,,168,,,robinson1971karyology
